time,current_C1,legacy_C1,diff_C1,current_C2,legacy_C2,diff_C2,current_C3,legacy_C3,diff_C3,current_Q,legacy_Q,diff_Q,current_Cmix,legacy_Cmix,diff_Cmix,current_cO,legacy_cO,diff_cO
160.0,279.9968232454447,279.87911498040035,0.11770826504437082,279.9967698918095,279.87906150173205,0.11770839007743916,279.99679155973365,279.87908325226607,0.11770830746758065,167.66246315874952,142.02551800851504,25.63694515023448,279.9963313087874,279.8786120824635,0.11771922632385667,0.15570589707607932,0.16840644762389756,-0.01270055054781824
170.0,279.99910283815746,279.8795482622545,0.11955457590295282,279.9990492666032,279.87949430371464,0.11955496288857148,279.99907100368716,279.8795162285437,0.11955477514345603,167.66246315874952,142.02551800851504,25.63694515023448,279.998610990619,279.8790451411607,0.11956584945829718,0.1563596525488719,0.15994988069845867,-0.0035902281495867605
180.0,280.00078847688985,279.8863490668186,0.11443941007127023,280.00073474082654,279.88629474506587,0.11443999576067654,280.0007565284311,279.8863167985656,0.11443972986552353,171.21326666259523,153.9053093855463,17.307957277048928,280.00029669280633,279.8858463754292,0.11445031737713407,0.1568903388086967,0.15305784383319418,0.0038324949755025317
190.0,280.00158805070413,279.89680587910914,0.10478217159499081,280.00153418995865,279.8967512972785,0.10478289268013441,280.001556014607,279.89677343928895,0.10478257531804047,171.21326666259523,153.9053093855463,17.307957277048928,280.00109627017576,279.89630401237224,0.10479225780352408,0.15825624208402356,0.15059302259192373,0.007663219492099832
200.0,280.001316143041,279.90876576511533,0.09255037792564735,280.0012621859629,279.90871100873517,0.0925511772277332,280.0012840385105,279.9087332063098,0.09255083220068627,167.71158484494387,162.31399237527012,5.397592469673754,280.000824282584,279.9082649084429,0.09255937414110349,0.15936672565625987,0.1486044165588438,0.010762309097416073
210.0,280.000616580947,279.92079859002195,0.07981799092505071,280.0005625476182,279.9207437277071,0.07981881991111095,280.0005844219442,279.92076595479386,0.07981846715034635,167.71158484494387,162.31399237527012,5.397592469673754,280.00012461208155,279.920298787713,0.07982582436852681,0.1593478436296749,0.14920660055789925,0.010141243071775663
220.0,279.9999598464384,279.93186377927765,0.06809606716075223,279.9999057522145,279.93180886265924,0.06809688955524962,279.99992764377424,279.9318311001147,0.06809654365952156,165.8544397953827,173.36114578236223,-7.50670598697954,279.99946778185654,279.9313649696868,0.0681028121697409,0.15933247545215237,0.14969430068535533,0.009638174766797042
230.0,279.999555278483,279.94078118994344,0.05877408853956467,279.9995011355798,279.94072625578065,0.05877487979915941,279.9995230407997,279.940748490455,0.05877455034470813,165.8544397953827,173.36114578236223,-7.50670598697954,279.99906314842,279.94028319467844,0.05877995374157763,0.15883072574251977,0.1529881720349185,0.0058425537076012835
240.0,279.9995479111921,279.94677353805116,0.05277437314094868,279.9994937299987,279.9467186080526,0.0527751219460697,279.99951564578026,279.9467408328678,0.05277481291244612,166.83414495770305,164.5366110949877,2.2975338627153405,279.99905575836533,279.94627609805013,0.05277966031519554,0.15842250364075372,0.15565570607506654,0.002766797565687179
250.0,279.99973790878164,279.9514960485561,0.048241860225516575,279.99968369812336,279.9514411341888,0.04824256393453652,279.99970562179084,279.95146334607807,0.048242275712766514,166.83414495770305,164.5366110949877,2.2975338627153405,279.99924575653165,279.9509990522617,0.04824670426995681,0.1583485180166625,0.15549837316825682,0.002850144848405678
260.0,279.9999763977974,279.95614886538095,0.04382753241645787,279.99992216476636,279.95609397449635,0.04382819027000551,279.9999440941863,279.956116171584,0.04382792260230417,167.66843867501245,175.94085598839212,-8.272417313379663,279.99948425463776,279.9556523109484,0.04383194368938348,0.15828835159571006,0.15536865506553793,0.002919696530172128
270.0,280.00015455196603,279.95938710724164,0.04076744472439486,280.0001003020892,279.95933224459077,0.0407680574984397,280.0001222356342,279.9593544260437,0.0407678095904771,167.66843867501245,175.94085598839212,-8.272417313379663,279.99966241548896,279.9588908670148,0.04077154847414022,0.15845915323406254,0.15826258336364282,0.00019656987041971608
280.0,280.00019564603565,279.9602892748624,0.03990637117323104,280.00014138331744,279.96023443890385,0.03990694441358755,280.0001633198763,279.9602566063429,0.03990671353341213,167.446611624702,161.89274588297383,5.553865741728174,279.9997035058341,279.9597931317773,0.03991037405677389,0.1585980609413364,0.16061755241662176,-0.002019491475285351
290.0,280.00015514977196,279.96098203407274,0.03917311569921367,280.0001008770523,279.9609272200167,0.039173657035632914,280.0001228158988,279.96094937622837,0.03917343967043507,167.446611624702,161.89274588297383,5.553865741728174,279.99966299992167,279.9604859657318,0.03917703418989049,0.15865261603833664,0.15883628827283433,-0.00018367223449769488
300.0,280.00007488034817,279.96300119108855,0.037073689259614184,280.00002059970205,279.962946397435,0.037074202267035616,280.0000425403425,279.9629685435969,0.03707399674561884,167.10649498726232,169.49154446330743,-2.3850494760451113,279.9995827183805,279.9625053198519,0.03707739852859504,0.1586969920099058,0.15738351117132665,0.0013134808385791563
310.0,280.0000034167664,279.96516751881416,0.03483589795223452,279.9999491297564,279.9651127464755,0.034836383280890004,279.9999710718393,279.9651348826049,0.03483618923439735,167.10649498726232,169.49154446330743,-2.3850494760451113,279.9995112444048,279.9646718593362,0.03483938506860795,0.15864350329128019,0.15820192658480156,0.0004415767064786247
320.0,279.99997548332686,279.9666211543917,0.03335432893516099,279.99992119125244,279.96656640292093,0.033354788331507734,279.9999431344757,279.9665885295325,0.03335460494321296,167.13260591583122,173.28125975771212,-6.1486538418809005,279.9994833053726,279.9661256404765,0.03335766489612979,0.1585999944657704,0.15886910381729807,-0.00026910935152768545
330.0,279.9999787196348,279.96707507882996,0.032903640804818224,279.99992442359695,279.9670203459642,0.03290407763273606,279.999946367693,279.967042464275,0.032903903418002756,167.13260591583122,173.28125975771212,-6.1486538418809005,279.9994865396238,279.96657961688715,0.032906922736628985,0.1585714822046529,0.1604094718641228,-0.0018379896594699074
340.0,280.0000034799228,279.96634786739503,0.03365561252775251,279.99994918083945,279.96629314851606,0.03365603232339254,279.99997112557935,279.9663152606853,0.03365586489405814,167.26077351963693,166.45443774800603,0.8063357716308985,279.9995113003862,279.96585234556187,0.033658954824318243,0.1585482912444235,0.1616649347496821,-0.003116643505258615
350.0,280.0000300572197,279.96548318420446,0.03454687301524473,279.99997575583734,279.9654284738855,0.03454728195185908,279.99999770103346,279.96545058235273,0.03454711868073446,167.26077351963693,166.45443774800603,0.8063357716308985,279.99953787876774,279.964987586582,0.03455029218571326,0.1585631865442535,0.16089023294554886,-0.0023270464012953573
360.0,280.00004423603616,279.9652383835359,0.034805852500255696,279.9999899329144,279.96518367856595,0.03480625434843887,280.00001187843355,279.96520578476355,0.03480609366999943,167.27194770458541,161.29963159939342,5.972316105191993,279.9995520578483,279.9647427659272,0.03480929192107851,0.15857530175107318,0.16025720683802355,-0.0016819050869503749
370.0,280.0000473451653,279.9660721925979,0.03397515256739325,279.99999304071105,279.9660174923372,0.033975548373859965,280.0000149864647,279.9660395965627,0.033975389901968356,167.27194770458541,161.29963159939342,5.972316105191993,279.9995551664575,279.9655766544082,0.03397851204931612,0.15858809902049661,0.15838452827799968,0.00020357074249693907
380.0,280.00004060781083,279.96829657062176,0.03174403718907115,279.99998630231477,279.9682418778657,0.031744424449072994,280.0000082482469,279.96826397893295,0.031744269313946916,167.2270255506169,172.9475849888998,-5.720559438282891,279.99954842784547,279.9678012422383,0.03174718560717338,0.158598508002387,0.15686004613032142,0.0017384618720655831
390.0,280.0000314221701,279.97024729717,0.029784125000105632,279.9999771158418,279.9701926158836,0.029784499958168453,279.99999906191726,279.9702147121206,0.029784349796670995,167.2270255506169,172.9475849888998,-5.720559438282891,279.9995392408458,279.96975215591465,0.029787084931172103,0.15859514238302994,0.15868572907294717,-9.058668991723806e-5
400.0,280.00002516726187,279.97072947555415,0.029295691707716287,279.99997086026747,279.97067480598855,0.029296054278916017,279.99999280645875,279.97069689733365,0.029295909125096387,167.21570625608788,161.2123218548189,6.003384401268988,279.99953298495194,279.97023438542715,0.02929859952479319,0.15859240484950402,0.16017320107621238,-0.0015807962267083697
410.0,280.00002255242083,279.97141153624324,0.02861101617759232,279.99996824489733,279.9713568766166,0.028611368280735405,279.99999019118036,279.9713789638695,0.02861122731087562,167.21570625608788,161.2123218548189,6.003384401268988,279.9995303695456,279.9709165142529,0.028613855292690005,0.15858719679976865,0.15829470782000096,0.00029248897976769106
420.0,280.00002399971004,279.9734967398822,0.02652725982784432,279.9999696917739,279.97344209146553,0.02652760030838408,279.99999163812635,279.9734641740961,0.0265274640302664,167.2302557352653,168.48991085317599,-1.2596551179106825,279.9995318167161,279.9730019167824,0.02652989993373467,0.15858296069465241,0.156764051495464,0.0018189091991884232
430.0,280.00002692672206,279.97582341739997,0.02420350932209203,279.99997261847125,279.975768783446,0.024203835025275566,279.9999945648732,279.9757908600785,0.024203704794672376,167.2302557352653,168.48991085317599,-1.2596551179106825,279.9995347438062,279.9753288176684,0.02420592613776762,0.15858334734516272,0.15743493097265257,0.001148416372510147
440.0,280.00002944063397,279.97754162543794,0.022487815196029715,279.9999751321448,279.9774870075705,0.022488124574294943,279.99999707858086,279.97750907754437,0.022488001036492733,167.23672940066197,171.17408517223723,-3.9373557715752554,279.9995372578035,279.97704719353055,0.022490064272972177,0.15858366183633144,0.15798173493631248,0.0006019269000189509
450.0,280.0000308662518,279.9784645061049,0.02156636014689184,279.99997655758216,279.9784099039951,0.021566653587058227,279.9999985040416,279.97843196748767,0.021566536553962123,167.23672940066197,171.17408517223723,-3.9373557715752554,279.9995386834413,279.97797016826723,0.021568515174067215,0.1585856227343043,0.15913260422439388,-0.000546981490089582
460.0,280.0000307443815,279.97847677591574,0.02155396846575286,279.99997643557305,279.97842218708564,0.021554248487404948,279.9999983820493,279.9784442451871,0.02155413686216434,167.23247001084212,165.49063368077253,1.7418363300695887,279.999538561473,279.9779824464372,0.02155611503582122,0.15858721767897144,0.16006960710975823,-0.0014823894307867957
470.0,280.00002990749965,279.97843071199617,0.02159919550348377,279.99997559858144,279.97837613313845,0.021599465442989185,279.99999754507076,279.9783981872743,0.02159935779644684,167.23247001084212,165.49063368077253,1.7418363300695887,279.9995377244448,279.9779363834474,0.021601340997392526,0.15858739308620387,0.15933617422296045,-0.0007487811367565822
480.0,280.00002897152274,279.97894321936,0.021085752162719018,279.9999746625171,279.9788886488626,0.021086013654496583,279.9999966090171,279.9789106997094,0.0210859093077147,167.229422942054,169.00417008761127,-1.774747145557285,279.99953678832657,279.9784489426757,0.021087845650868076,0.15858753575824525,0.15873784467233115,-0.00015030891408590596
490.0,280.00002831689073,279.9794850144704,0.020543302420321652,279.99997400781496,279.9794304519252,0.02054355588973067,279.99999595432365,279.97945249963675,0.02054345468690144,167.229422942054,169.00417008761127,-1.774747145557285,279.9995361335898,279.9789907923265,0.020545341263300543,0.15858684923586566,0.15917581023375882,-0.0005889609978931565
500.0,280.0000282103708,279.979672022217,0.020356188153755284,279.99997390123946,279.9796174666957,0.02035643454377123,279.99999584775514,279.9796395116532,0.020356336101940542,167.23048406759096,168.8765640593443,-1.6460799917533393,279.9995360270252,279.9791778212306,0.020358205794593687,0.15858629083520387,0.15953302563958197,-0.0009467348043780965
510.0,280.00002840987753,279.97959568097286,0.020432728904665964,279.9999741007033,279.9795411310088,0.020432969694525127,279.9999960472241,279.9795631738235,0.020432873400579865,167.23048406759096,168.8765640593443,-1.6460799917533393,279.9995362265235,279.9791014759484,0.020434750575077487,0.15858611613595153,0.15979019652046922,-0.0012040803845176917
520.0,280.0000287339261,279.9793280600995,0.02070067382663865,279.9999744247191,279.97927351401154,0.020700910707546427,279.9999963712434,279.9792955553817,0.02070081586168726,167.23176602668735,166.96654088061413,0.26522514607322023,279.99953655058135,279.97883383241503,0.0207027181663193,0.15858597403991276,0.1599995456631247,-0.0014135716232119289
530.0,280.0000290047777,279.97913171865537,0.020897286122306014,279.99997469554603,279.97907717492234,0.020897520623691435,279.9999966420724,279.97909921547307,0.020897426599333357,167.23176602668735,166.96654088061413,0.26522514607322023,279.99953682144235,279.97863747401516,0.02089934742718924,0.1585861961180083,0.15966714161141102,-0.0010809454934027074
540.0,280.0000290959085,279.97919521936865,0.02083387653982527,279.99997478665796,279.97914067732705,0.020834109330905903,279.999996733186,279.9791627173131,0.02083401587287881,167.23158602916058,167.48891228271978,-0.25732625355919936,279.9995369125696,279.9787009815046,0.020835931065050772,0.15858637675082624,0.15939606441497192,-0.0008096876641456863
550.0,280.00002906689446,279.9794014561723,0.02062761072215835,279.9999747576294,279.9793469158134,0.020627841816008186,279.99999670415826,279.97936895521093,0.020627748947333657,167.23158602916058,167.48891228271978,-0.25732625355919936,279.9995368835435,279.9789072383306,0.020629645212920877,0.15858647626351352,0.15931292793222737,-0.0007264516687138511
560.0,280.0000289634821,279.97966213331694,0.020366830165187366,279.9999746542055,279.9796075948378,0.020367059367742968,279.99999660073524,279.97962963354007,0.020366967195172947,167.23108966805665,166.5497281877838,0.6813614802728409,279.99953678011417,279.979167940641,0.02036883947317847,0.1585865572046872,0.15924538956813902,-0.0006588323634518223
570.0,280.00002886007604,279.9800711546734,0.019957705402646297,279.99997455079006,279.9800166184354,0.01995793235465726,279.9999964973206,279.98003865627396,0.019957841046618796,167.23108966805665,166.5497281877838,0.6813614802728409,279.9995366766925,279.9795770010533,0.01995967563919976,0.15858649230357624,0.1589432120340367,-0.00035671973046044747
580.0,280.00002881017986,279.98069290190415,0.01933590827570697,279.9999745008864,279.98063836868175,0.01933613220467123,279.9999964474175,279.98066040531563,0.019336042101883777,167.23107520553188,166.66500234170167,0.5660728638302146,279.9995366267869,279.980198807465,0.019337819321890493,0.15858643951460613,0.1586971263504946,-0.00011068683588846828
590.0,280.00002880408016,279.9814628624771,0.01856594160307168,279.9999744947809,279.9814083333061,0.018566161474780074,279.9999964413125,279.9814303682849,0.018566073027557195,167.23107520553188,166.66500234170167,0.5660728638302146,279.9995366206829,279.9809688415073,0.018567779175555188,0.15858639276806807,0.15852728295782742,5.910981024065398e-5
600.0,280.0000288337328,279.9823304284126,0.017698405320231814,279.9999745244289,279.98227590438665,0.01769862004226752,279.9999964709608,279.98229793724647,0.017698533714337827,167.23125381411177,167.18033315491815,0.05092065919362199,279.99953665033536,279.9818364905371,0.017700159798266668,0.15858635474558508,0.15838917077762235,0.0001971839679627274
610.0,280.0000288704478,279.9832082476966,0.016820622751197334,279.9999745611405,279.98315372981625,0.01682083132425305,279.9999965076726,279.98317576013665,0.016820747535973624,167.23125381411177,167.18033315491815,0.05092065919362199,279.9995366870516,279.98271439442095,0.016822292630649827,0.1585863708627909,0.15841246751609578,0.0001739033466951201
620.0,280.00002889342363,279.984032435842,0.015996457581650247,279.9999745841137,279.98397792479653,0.01599665931718164,279.999996530646,279.9839999522945,0.01599657835151902,167.2312879012292,165.6741935227692,1.5570943784599933,279.9995367100278,279.983538662561,0.015998047466837306,0.15858638397212885,0.15843153543514701,0.0001548485369818331
630.0,280.00002890157276,279.98498199542985,0.015046906142913485,279.99997459226086,279.98492749178297,0.015047100477886488,279.99999653879325,279.9849495162299,0.01504702256335122,167.2312879012292,165.6741935227692,1.5570943784599933,279.9995367181764,279.98448831399014,0.015048404186245534,0.1585864036131554,0.15805069111341072,0.0005357124997446838
640.0,280.0000288944718,279.98618304468425,0.013845849787571751,279.99997458515844,279.98612854941945,0.013846035738993123,279.9999965316909,279.98615057040723,0.01384596128366411,167.2312282913514,166.6872988029888,0.5439294883626076,279.99953671107386,279.9856894789226,0.0138472321512495,0.15858641958868275,0.15774069807550406,0.0008457215131786877
650.0,280.00002888240397,279.9874543377777,0.012574544626261286,279.99997457308945,279.98739985208425,0.012574721005194078,279.9999965196219,279.98742186911727,0.012574650504632245,167.2312282913514,166.6872988029888,0.5439294883626076,279.99953669900407,279.9869608948886,0.01257580411544268,0.15858641688212338,0.1577552885515788,0.0008311283305445782
660.0,280.0000288728839,279.98866242691315,0.01136644597073655,279.9999745635684,279.9886079516576,0.011366611910773372,279.9999965101009,279.98862996438504,0.011366545715873144,167.2312062483136,167.1877439091433,0.043462339170304176,279.9995366894825,279.9881691015003,0.011367587982192617,0.15858641468067458,0.1577673874911511,0.0008190271895234802
670.0,280.0000288679672,279.98975425290394,0.01027461506328109,279.9999745586508,279.98969978856127,0.010274770089552021,279.99999650518333,279.98972179679936,0.010274708383974485,167.2312062483136,167.1877439091433,0.043462339170304176,279.9995366845648,279.9892610344719,0.010275650092921751,0.15858640708414923,0.15790889655281373,0.0006775105313354957
680.0,280.0000288690205,279.9906936514956,0.009335217524949257,279.9999745597036,279.9906391980807,0.009335361622902383,279.999996506236,279.9906612018417,0.009335304394312516,167.2312244220731,164.92876475767133,2.3024596644017663,279.99953668561784,279.9902005259287,0.009336159689155465,0.15858640090532258,0.15802404388063396,0.0005623570246886256
690.0,280.000028872627,279.991767732747,0.00826113988000543,279.99997456330954,279.9917132901594,0.008261273150139914,279.99999650984216,279.99173528949984,0.008261220342319575,167.2312244220731,164.92876475767133,2.3024596644017663,279.9995366892243,279.9912747123686,0.008261976855749253,0.158586400666408,0.15752326219882135,0.001063138467586655
700.0,280.0000288762676,279.993180478741,0.006848397526596273,279.99997456694996,279.9931260476163,0.006848519333686909,279.9999965134825,279.9931480422728,0.006848471209650597,167.23123538953405,167.81167836341967,-0.5804429738856243,279.99953669286515,279.99268759528627,0.006849097578879082,0.15858640047208075,0.15711575688019813,0.00147064359188262
710.0,280.00002887864207,279.99451323952576,0.005515639116310922,279.9999745693241,279.9944588207752,0.005515748548873489,279.9999965158566,279.9944808103689,0.005515705487709965,167.23123538953405,167.81167836341967,-0.5804429738856243,279.9995366952396,279.99402048621226,0.0055162090273483955,0.15858640320274195,0.15754309788932183,0.0010433053134201176
720.0,280.0000288788456,279.9954650391474,0.0045638396982212726,279.99997456952764,279.99541063274626,0.004563936781380562,279.9999965160601,279.995432617302,0.004563898758078722,167.23123053390236,165.2729222264776,1.9583083074247725,279.9995366954431,279.9949723806506,0.00456431479250341,0.15858640542379449,0.15789103249980366,0.000695372923990828
730.0,280.00002887791425,279.99640597273066,0.003622905183590319,279.9999745685961,279.9963515780847,0.003622990511360058,279.99999651512854,279.9963735578676,0.003622957260915882,167.23123053390236,165.2729222264776,1.9583083074247725,279.9995366945115,279.9959134076057,0.003623286905792611,0.15858640595141799,0.15750584874474755,0.0010805572066704405
740.0,280.0000288766201,279.9976029135043,0.002425963115797458,279.9999745673019,279.99754853060705,0.0024260366948283263,279.9999965138342,279.99757050562596,0.002426008208260555,167.23122575261647,166.48009508814349,0.7511306644729814,279.9995366932172,279.9971104654856,0.0024262277315756364,0.15858640638057395,0.15719222936450114,0.0013941770160728062
750.0,280.0000288756044,279.99885082110296,0.0011780545014516974,279.9999745662861,279.9987964503652,0.0011781159208794634,279.99999651281837,279.99881842044766,0.0011780923707078728,167.23122575261647,166.48009508814349,0.7511306644729814,279.9995366922013,279.9983584951967,0.0011781970045490198,0.15858640547029482,0.15725500116962765,0.001331404300667166
760.0,280.00002887532156,279.99999962203736,2.925328419678408e-5,279.999974566003,279.99994526364395,2.9302359052962856e-5,279.9999965125354,279.9999672287154,2.9283820026648755e-5,167.2312267512156,161.74430004933504,5.486926701880549,279.9995366919183,279.9995074091562,2.9282762113780336e-5,0.15858640472989616,0.15730628443807276,0.0012801202918233945
770.0,280.00002887549726,280.0016111259197,-0.0015822504224161094,279.99997456617865,280.0015567802675,-0.001582214088841738,279.99999651271105,280.0015787401609,-0.0015822274498304978,167.2312267512156,161.74430004933504,5.486926701880549,279.99953669209407,280.0011190689262,-0.0015823768321183707,0.15858640439069538,0.15610220249807344,0.00248420189262194
780.0,280.00002887592336,280.0040815200248,-0.00405264410142081,279.9999745666048,280.0040271893094,-0.004052622704591613,279.99999651313715,280.00404914308984,-0.004052629952695952,167.23122865532798,175.74723724665378,-8.5160085913258,279.99953669252017,280.0035896997009,-0.004053007180743862,0.15858640411479782,0.1551236734053103,0.0034627307094875215
790.0,280.000028876322,280.0055749032502,-0.00554602692818662,279.99997456700333,280.00552058957265,-0.005546022569319575,279.9999965135358,280.00554253635613,-0.005546022820340113,167.23122865532798,175.74723724665378,-8.5160085913258,279.9995366929188,280.0050832308553,-0.0055465379364818546,0.15858640439191418,0.15801211493301612,0.000574289458898064
800.0,280.000028876494,280.004804809966,-0.004775933471989902,279.9999745671751,280.0047505101704,-0.004775942995308924,279.9999965137076,280.00477245133976,-0.004775937632189198,167.2312285983061,170.81987741985168,-3.5886488215455756,279.9995366930907,280.0043130740082,-0.004776380917519418,0.15858640461731377,0.160362737029844,-0.0017763324125302238
810.0,280.0000288764943,280.00285343645623,-0.0028245599619367567,279.9999745671754,280.0027991437605,-0.0028245765851124816,279.99999651370786,280.0028210822299,-0.0028245685220440464,167.2312285983061,170.81987741985168,-3.5886488215455756,279.999536693091,280.00236152361293,-0.002824830521944932,0.15858640478562927,0.16097920945276867,-0.0023928046671393977
820.0,280.0000288763667,280.00051885573265,-0.0004899793659660645,279.99997456704784,280.0004645632973,-0.0004899962494846477,279.99999651358036,280.0004865019633,-0.0004899883829239116,167.23122789530817,189.18152234238778,-21.950294447079614,279.99953669296343,280.0000267268776,-0.0004900339141613586,0.15858640492253287,0.16148042981818983,-0.0028940248956569603
830.0,280.0000288762215,279.9958329143103,0.004195961911193535,279.99997456690255,279.9957786142203,0.004195952682266579,279.99999651343495,279.99580055641457,0.0041959570203857766,167.23122789530817,189.18152234238778,-21.950294447079614,279.9995366928181,279.9953403482009,0.004196344617184877,0.1585864048487241,0.1667278314558782,-0.008141426607154084
840.0,280.0000288761383,279.9874721345366,0.012556741601713384,279.99997456681933,279.9874178122725,0.012556754546835691,279.9999965133517,279.98743976413044,0.012556749221232621,167.2312278024029,145.44339829706678,21.787829505336134,279.9995366927348,279.98697878282405,0.012557909910754006,0.15858640478868993,0.1710263260526952,-0.012439921264005255
850.0,280.00002887611464,279.9811509454729,0.01887793064173593,279.9999745667957,279.9810965862009,0.018877980594766086,279.9999965133282,279.9811185539261,0.01887795940211845,167.2312278024029,145.44339829706678,21.787829505336134,279.9995366927112,279.9806569872456,0.01887970546562201,0.1585864047153892,0.1630088808105456,-0.004422476095156391
860.0,280.0000288761477,279.98107990673685,0.01894896941087154,279.99997456682877,279.9810255115202,0.018949055308553397,279.9999965133612,279.9810474944403,0.018949018920920935,167.2312280437558,172.643739994484,-5.412511950728202,279.9995366927443,279.9805859218701,0.018950770874198497,0.15858640465576826,0.15644655605816124,0.002139848597607019
