time,C1,C2,C3,Cmix,cO,Q_air
2190.0,281.1186509742901,281.26686620089913,286.32649979154655,282.9027371193684,0.8157270040369268,799.999432194678
2200.0,281.1892898844821,281.34968553101095,286.53242268115144,283.0225421955155,0.9255277420591228,800.0000054847069
2210.0,281.25285439415006,281.42368623618626,286.7013127778805,283.12470364873144,1.0295150375718027,800.0000054847069
2220.0,281.31027555887056,281.489967879996,286.84073953288237,283.2124218075135,1.1284195016213896,799.9983776852923
2230.0,281.362163097049,281.54932115453596,286.9564791261164,283.2880890974978,1.222793538691592,799.9983776852923
2240.0,281.40896473830094,281.6023730796166,287.0530004042353,283.35355356122847,1.313071348162743,799.9999938677877
2250.0,281.4510454641488,281.6496578346929,287.13379819830624,283.4102800033827,1.3996038100207364,799.9999938677877
2260.0,281.44512991602227,281.64198245945096,285.8680746862908,282.9848821938044,1.4826805691661755,799.9988405913718
2270.0,281.36252030650627,281.5483431491986,284.80512663557306,282.57177717273623,1.5625462435399369,799.9988405913718
2280.0,281.22239408359064,281.3921806959698,283.9020931495409,282.17196514880175,1.6394113806557036,799.9989997286192
2290.0,281.03973778030183,281.1912946923999,283.1257037024055,281.78528462213274,1.7134591146173854,799.9989997286192
2300.0,280.8262458109469,280.9591794294467,282.4501133240267,281.4115167992564,1.7848508028438717,800.0000079991153
2310.0,280.5910268833788,280.70604407773635,281.8552269730495,281.0504025845279,1.8537304464692346,800.0000079991153
2320.0,280.34115910966295,280.4395915908045,281.3254024105409,280.7016548776392,1.9202270263669978,800.000007975593
2330.0,280.08212630705435,280.16561344724823,280.84844614197385,280.36496756973054,1.984457619000551,800.000007975593
2340.0,279.8181609551804,279.88844379110265,280.41483623708604,280.0400221832058,2.046529025550754,347.6254908034904
2350.0,279.554171465007,279.6129638832495,280.0187784396705,279.72815063511894,2.0039266501227915,347.6254908034904
2360.0,279.29412304420987,279.34303582926503,279.65590947064095,279.43050770190314,1.9621387157047032,246.29206456139087
2370.0,279.04007116366193,279.08057162100897,279.3218034694593,279.1469405620207,1.8977054619324663,246.29206456139087
2380.0,278.7936500561771,278.82704504035024,279.0130505410629,278.877348572829,1.8343449478375038,8.497929568930948e-8
2390.0,278.5569468957671,278.58438074909327,278.7278120297958,278.62245618872197,1.713763730666582,8.497929568930948e-8
2400.0,278.3320166121532,278.3544781620258,278.46508724159304,278.3832480468371,1.5944354538128407,0.009949980669038197
2410.0,278.11966827850256,278.1380029137544,278.2233068130507,278.15969258848816,1.476509912249592,0.009949980669038197
2420.0,277.92063798594955,277.93556217183976,278.00135540994256,277.9518657923228,1.360157044700234,0.0005791078591453146
2430.0,277.7356454621903,277.74776198489565,277.79851149623005,277.75996908777483,1.2455772291336078,0.0005791078591453146
2440.0,277.56544682639225,277.5752597033691,277.61440916468257,277.5843516924764,1.1330125924303092,4.701964026610915e-5
2450.0,277.41088649648725,277.4188149311216,277.4490192892463,277.4255386185188,1.0227479693889676,4.701964026610915e-5
2460.0,277.2729506476907,277.2793417035198,277.30264792089855,277.28426535308404,0.9151237005618622,3.5696911185331714e-5
2470.0,277.1528235324897,277.1579633969544,277.17594975463754,277.16151942773695,0.8105472280418847,3.5696911185331714e-5
2480.0,277.0519468175074,277.0560706486398,277.06995411383815,277.05858816980646,0.7095071323031494,8.418240620129127e-6
2490.0,276.9720789680161,276.9753793919333,276.98609837511805,276.9771089885712,0.6125880762019997,8.418240620129127e-6
2500.0,276.915345773728,276.91798014203255,276.92625828761334,276.9191127561702,0.5204846357280265,0.0012921228880007074
2510.0,276.8842621144286,276.88635864980586,276.8927540093675,276.88703996103135,0.43400937504688514,0.0012921228880007074
2520.0,276.88168734248126,276.8833503057591,276.8882932451425,276.8836916780866,0.3540841214037407,4.532818508092701e-7
2530.0,276.91065279657704,276.9119668045476,276.9157892274336,276.9120536055766,0.28170225402978993,4.532818508092701e-7
2540.0,276.9739821754097,276.97501578960583,276.9779736680869,276.97491368629943,0.21784004688951553,5.807775117798106e-7
2550.0,277.0736501135429,277.0744588083108,277.0767495547383,277.0742184905109,0.1633000111444061,5.807775117798106e-7
2560.0,277.2099437168089,277.2105723222851,277.21234818513943,277.2102329980966,0.11850233393676692,7.400151986027351e-7
2570.0,277.38071415293206,277.38119885633506,277.3825772518043,277.38079080376866,0.08328907784357768,7.400151986027351e-7
2580.0,277.5811743566637,277.58154433467496,277.5826158163077,277.58109076994856,0.05685133692527485,1.0554529316243039e-6
2590.0,277.80453378357936,277.8048125296876,277.80564693676075,277.80433102867715,0.03785448008462287,1.0554529316243039e-6
2600.0,278.043251001681,278.04345740428664,278.0441086048593,278.0429610545485,0.024717646055632293,0.0022470689921033904
2610.0,278.2902964727087,278.29044569141723,278.2909552404157,278.2899440668433,0.015909044449398436,0.0022470689921033904
2620.0,278.5399361216003,278.54004030046156,278.54044026006835,278.5395402837403,0.01013659554615255,0.0009061384524285954
2630.0,278.7879490156122,278.78801786405916,278.78833297761986,278.7875243179845,0.00641448347311338,0.0009061384524285954
2640.0,279.0314701133929,279.0315113791212,279.0317607465196,279.0310276732015,0.004040978958115883,0.007021053328018612
2650.0,279.26868734142846,279.26870719465626,279.2689055634661,279.268235605113,0.002539874942527506,0.007021053328018612
2660.0,279.4985420800805,279.4985454250437,279.4987041856932,279.4980874326256,0.0015940526483408121,103.78947926420673
2670.0,279.69574840802284,279.6957391126335,279.69586707509876,279.6952933493952,0.025867690423304817,103.78947926420673
2680.0,279.8513720271161,279.8513530691407,279.85145707870646,279.85091696757564,0.04204417031746322,281.142622877945
2690.0,279.94863543563605,279.94860907868633,279.94869446628564,279.94817826336066,0.09790998383175015,281.142622877945
2700.0,279.98654663992573,279.98651452990146,279.9865854785779,279.9860843404996,0.14006873430521372,194.9558190731144
2710.0,279.99825918063203,279.9982225291841,279.9982823114799,279.9977912181858,0.15090849563652148,194.9558190731144
2720.0,280.0009957153084,280.0009554561137,280.0010066127166,280.00052272708507,0.15965320539503114,214.3231852026851
2730.0,279.9948388435265,279.99479570285365,279.99484020332056,279.9943611467399,0.1718753986212298,214.3231852026851
2740.0,279.9801094708322,279.9800640075217,279.9801033812893,279.9796271531034,0.18190913630842032,177.34998973263455
2750.0,279.9628481742687,279.96280082092517,279.9628362545,279.96236168306575,0.18040651485913312,177.34998973263455
2760.0,279.9473393727322,279.9472904767167,279.9473228852094,279.9468494071557,0.1791626945758805,177.06756143399872
2770.0,279.9333651595577,279.9333150025262,279.9333450904628,279.932872284491,0.17805928157541093,177.06756143399872
2780.0,279.92073780927825,279.92068661960536,279.92071492924384,279.92024248259804,0.17714755820116254,156.94362738269416
2790.0,279.9114390017438,279.91138696646,279.9114139142465,279.91094179456945,0.1710691306998533,156.94362738269416
2800.0,279.90691562110976,279.9068629000763,279.9068888028027,279.90641718831614,0.16607056290925234,146.95785156045957
2810.0,279.90739593681485,279.9073426684578,279.9073677658314,279.9068969139625,0.15934313388582313,146.95785156045957
2820.0,279.91294968373626,279.9128959905208,279.91292046221537,279.9124506827045,0.15386316850208195,144.801386281734
2830.0,279.9227737882305,279.9227197781516,279.92274375820875,279.92227532149343,0.14885440009903986,144.801386281734
2840.0,279.93615075840773,279.9360965262178,279.9361201141649,279.93565325171437,0.144812712222333,139.70922762340263
2850.0,279.952854525425,279.9528001537972,279.9528234231669,279.9523583665773,0.14022952503090833,139.70922762340263
2860.0,279.97262302342585,279.9725685853742,279.9725915896518,279.9721285630948,0.13656123200038503,145.42344483330572
2870.0,279.99390019046655,279.9938457490378,279.99386852721415,279.9934076239195,0.13512960540594054,145.42344483330572
2880.0,280.0155044691118,280.0154500755323,280.01547265708615,280.01501387069965,0.1339899611669924,155.10430645343504
2890.0,280.035944332388,280.0358900261835,280.0359124342643,280.0354556288217,0.1356131514365862,155.10430645343504
2900.0,280.05419772423363,280.0541435316483,280.0541657862551,280.0537107369989,0.136905382838344,183.3209256648947
2910.0,280.06711657051596,280.0670625042388,280.06708462426764,280.0666308213907,0.1453224301138894,183.3209256648947
2920.0,280.0727621301462,280.0727081830876,280.07273019048927,280.0722769473699,0.1520801813531851,231.3543881623869
2930.0,280.0674070035917,280.06735315021393,280.06737507054197,280.0669213611735,0.17019403294922578,231.3543881623869
2940.0,280.04910035284774,280.0490465416015,280.0490684081274,280.0486130265854,0.18503279097569836,146.4627632462498
2950.0,280.0301092342653,280.0300554060451,280.03007725244845,280.0296201284833,0.17480906490660703,146.4627632462498
2960.0,280.0191808556758,280.0191269783524,280.0191488245103,280.0186907029543,0.16637298475575618,182.37351185224074
2970.0,280.0108788451302,280.0108249081199,280.010846763114,280.0103878866689,0.16893705672865925,182.37351185224074
2980.0,280.00104485028237,280.0009908446152,280.00101271575437,280.00055294049474,0.17103978232995753,122.36988998217771
2990.0,279.9967764858218,279.9967224071839,279.9967442989328,279.99628413627966,0.15692066282503722,122.36988998217771
3000.0,280.00347203433626,280.0034179028676,280.00343980857787,280.0029802725787,0.14543321784340202,209.93060846364608
3010.0,280.0084790443389,280.0084248904635,280.00844679875627,280.007987734977,0.15916312566042817,209.93060846364608
3020.0,280.00286376714615,280.0028095939637,280.00283150498933,280.0023719273949,0.17031548327789847,142.81265500522184
3030.0,279.99674342951624,279.9966892236836,279.996711144314,279.99625100257816,0.16172151207241794,142.81265500522184
3040.0,279.99731807629087,279.9972638389266,279.99728576948314,279.9968256836448,0.15470548864204045,203.18875554663592
3050.0,279.9962499979904,279.9961957384264,279.99621767554584,279.99575749554486,0.16490426578829884,203.18875554663592
3060.0,279.9876623804705,279.9876080911406,279.9876300386251,279.98716906725514,0.17323237409118877,164.71010682087527
3070.0,279.9776007206188,279.9775463834896,279.9775683494538,279.97710644875644,0.16989985285179518,164.71010682087527
3080.0,279.97037095213403,279.9703165571155,279.9703385460742,279.9698759789149,0.1671628187988613,188.00907250583074
3090.0,279.9628607975781,279.9628063407949,279.9628283545022,279.96236509614397,0.17107325019321876,188.00907250583074
3100.0,279.95282734981134,279.9527728234997,279.95279486533843,279.9523306821636,0.17428497387820233,147.01174389914422
3110.0,279.94537145215486,279.9453168488718,279.94533892202304,279.9448740513336,0.16608728205470943,147.01174389914422
3120.0,279.94426393351455,279.9442092606302,279.94423136187584,279.9437663918545,0.1593710001997721,131.4377545730069
3130.0,279.950114736648,279.9500600153386,279.9500821355891,279.9496177094904,0.14980205025053528,131.4377545730069
3140.0,279.96325009333503,279.96319535818355,279.9632174827173,279.9627542741423,0.1420696211841053,149.56843714966107
3150.0,279.97985335277247,279.97979864436485,279.9798207560591,279.97935908542445,0.14061396746395366,149.56843714966107
3160.0,279.9969674968612,279.99691285027586,279.9969349345404,279.99647484728075,0.13944893360114036,157.44369510325433
3170.0,280.0133541497198,280.0132995922283,280.0133216379162,280.0128630654001,0.14057913739661537,157.44369510325433
3180.0,280.0281494894446,280.0280950388672,280.02811703891746,280.0276598324077,0.14148335607311766,177.16090176192412
3190.0,280.0391848832162,280.0391305477264,280.03915249918776,280.03869631044046,0.14737599496062262,177.16090176192412
3200.0,280.0450873223018,280.0450330962059,280.0450550020005,280.04459935507407,0.15211767008337357,174.25499042401583
3210.0,280.0473930271733,280.04733889544485,280.0473607623558,280.04690532411996,0.15518582915157517,174.25499042401583
3220.0,280.0472420384066,280.0471879822904,280.047209818537,280.04675436199744,0.1576730258978754,172.6717358593814
3230.0,280.0453830598694,280.0453290597425,280.0453508737717,280.0448952414024,0.15927670560636198,172.6717358593814
3240.0,280.0423849669668,280.0423310042756,280.04235280395693,280.04189689108205,0.16058156936614593,177.98893152603702
3250.0,280.0379209676546,280.03786702506676,280.0378888176619,280.0374324895756,0.16304638336136057,177.98893152603702
3260.0,280.0317990777178,280.0317451376992,280.0317669304988,280.0313100344706,0.16505806368209708,163.40113846692586
3270.0,280.02607507215265,280.0260211190384,280.02604291848274,280.02558549158294,0.16285301425785667,163.40113846692586
3280.0,280.0222314281947,280.022177453459,280.0221992628967,280.0217414800474,0.16105256042892407,167.8229137926283
3290.0,280.0193930688715,280.0193390695496,280.0193608899672,280.01890284491617,0.16075018813884953,167.8229137926283
3300.0,280.01689821946405,280.01684419461037,280.0168660261772,280.01640775096894,0.16050378996347212,168.82688344992096
3310.0,280.0145760669929,280.0145220165367,280.0145438590949,280.01408536991596,0.16056765556678446,168.82688344992096
3320.0,280.0123005067125,280.0122464308003,280.0122682841414,280.01180958539743,0.16061968815166178,163.91874025220704
3330.0,280.0106405102605,280.0105864096176,280.0106082733168,280.010149421863,0.1593685548335479,163.91874025220704
3340.0,280.00999557783837,280.0099414552964,280.0099633280538,280.0095044179155,0.15835009449604512,161.72426184598564
3350.0,280.010405271071,280.0103511312358,280.0103730110277,280.0099141396783,0.1569438760342767,161.72426184598564
3360.0,280.01187326288624,280.0118191120154,280.0118409961439,280.0113822614115,0.15580152338982065,161.72612260927767
3370.0,280.0141584213589,280.01410426656605,280.0141261520063,280.0136676292989,0.15487496327010497,161.72612260927767
3380.0,280.01706454238933,280.01701039092774,280.0170322746292,280.0165740211368,0.15412366335534036,165.5204143803681
3390.0,280.019987124507,280.0199329829171,280.0199548621608,280.019496879247,0.1545129759190181,165.5204143803681
3400.0,280.0224899490285,280.0224358216582,280.0224576946872,280.02199994316356,0.15482849572653037,165.92879093246293
3410.0,280.02459962983164,280.0245455190908,280.0245673849769,280.02410982823613,0.15519173816697449,165.92879093246293
3420.0,280.0263435957457,280.0262895025619,280.0263113610026,280.02585396503514,0.15548630537455485,172.9284164927973
3430.0,280.0269752089164,280.0269211324976,280.02694298391435,280.026485645943,0.15756768905185597,172.9284164927973
3440.0,280.02599346088493,280.0259393968936,280.0259612432062,280.02550381381985,0.15925866630016558,182.67391668107456
